understöd	NN	NN|NEU|SIN|IND|NOM	NOUN
eller	KN	KN	CCONJ
därmed	AB	AB	ADV
jämförlig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
periodisk	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT
)	PAD	PAD	PUNCT
*	MID	MID	PUNCT
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
jordbruksfastighet	NN	NN|UTR|SIN|IND|NOM	NOUN
-	MID	MID	PUNCT
om	SN	SN	SCONJ
en	DT	DT|UTR|SIN|DEF	DET
skattskyldig	JJ	JJ|POS|MAS|SIN|DEF|NOM	ADJ
arbeta	VB	VB|SUP|AKT	VERB
i	PP	PP	ADP
jordbruk	NN	NN|NEU|SIN|DEF|NOM	NOUN
i	PP	PP	ADP
ej	AB	AB	ADV
blott	AB	AB|POS	ADV
ringa	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
omfattning	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT
*	MID	MID	PUNCT
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
rörelse	NN	NN|UTR|SIN|IND|NOM	NOUN
-	MID	MID	PUNCT
om	SN	SN	SCONJ
en	DT	DT|UTR|SIN|DEF	DET
skattskyldig	JJ	JJ|POS|MAS|SIN|DEF|NOM	ADJ
arbeta	VB	VB|SUP|AKT	VERB
i	PP	PP	ADP
rörelse	NN	NN|UTR|SIN|DEF|NOM	NOUN
i	PP	PP	ADP
ej	AB	AB	ADV
blott	AB	AB|POS	ADV
ringa	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
omfattning	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

make	NN	NN|UTR|PLU|IND|GEN	NOUN
övrig	JJ	JJ|POS|UTR/NEU|PLU|IND/DEF|NOM	ADJ
inkomst	NN	NN|UTR|PLU|IND|NOM	NOUN
vara	VB	VB|PRS|AKT	AUX
B-inkomst	NN	NN|UTR|PLU|IND|NOM	NOUN
och	KN	KN	CCONJ
skola	VB	VB|PRS|AKT	AUX
som	KN	KN	CCONJ
tidig	AB	AB|KOM	ADV
sambeskatta	VB	VB|INF|SFO	VERB
.	MAD	MAD	PUNCT

sån	JJ	JJ|POS|UTR/NEU|PLU|IND|NOM	ADJ
B-inkomst	NN	NN|UTR|PLU|IND|NOM	NOUN
vara	VB	VB|PRS|AKT	AUX
t.ex.	AB	AB|AN	ADV
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
kapital	NN	NN|NEU|SIN|IND|NOM	NOUN
,	MID	MID	PUNCT
tillfällig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
förvärvsverksamhet	NN	NN|UTR|SIN|IND|NOM	NOUN
,	MID	MID	PUNCT
periodisk	JJ	JJ|POS|NEU|SIN|IND|NOM	ADJ
understöd	NN	NN|NEU|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

B-inkomst	NN	NN|UTR|PLU|IND|NOM	NOUN
som	HP	HP|-|-|-	PRON
för	PP	PP	ADP
make	NN	NN|UTR|PLU|DEF|NOM	NOUN
sammanlagd	AB	AB	ADV
uppgå	VB	VB|PRS|AKT	VERB
till	PP	PP	ADP
hög	AB	AB|SUV	ADV
2000	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
skola	VB	VB|PRS|AKT	AUX
dock	AB	AB	ADV
betrakta	VB	VB|INF|SFO	VERB
som	KN	KN	CCONJ
A-inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
och	KN	KN	CCONJ
alltså	AB	AB	ADV
beskatta	VB	VB|INF|SFO	VERB
individuell	AB	AB|POS	ADV
.	MAD	MAD	PUNCT

frivillig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
särbeskattning	NN	NN|UTR|SIN|IND|NOM	NOUN
tillämpa	VB	VB|PRS|SFO	VERB
sista	JJ	JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM	ADJ
gång	NN	NN|UTR|SIN|DEF|NOM	NOUN
i	PP	PP	ADP
samband	NN	NN|NEU|SIN|IND|NOM	NOUN
med	PP	PP	ADP
1971	RG	RG|NOM	NUM
år	NN	NN|NEU|SIN|IND|GEN	NOUN
taxering	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

observera	VB	VB|IMP|AKT	VERB
att	SN	SN	SCONJ
ansökan	NN	NN|UTR|SIN|DEF|NOM	NOUN
härom	AB	AB	ADV
skola	VB	VB|PRS|AKT	AUX
göra	VB	VB|INF|SFO	VERB
senast	AB	AB|SUV	ADV
en	DT	DT|UTR|SIN|DEF	DET
1	RG	RG|NOM	NUM
juli	NN	NN|UTR|SIN|IND|NOM	NOUN
1971	RG	RG|NOM	NUM
.	MAD	MAD	PUNCT

kommunalskatteavdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
slopa	VB	VB|PRS|SFO	VERB

för	PP	PP	ADP
fysisk	JJ	JJ|POS|UTR/NEU|PLU|IND/DEF|NOM	ADJ
person	NN	NN|UTR|PLU|IND|NOM	NOUN
,	MID	MID	PUNCT
dödsbo	NN	NN|NEU|PLU|IND|NOM	NOUN
och	KN	KN	CCONJ
familjestiftelse	NN	NN|UTR|PLU|IND|NOM	NOUN
slopa	VB	VB|PRS|SFO	VERB
rätt	NN	NN|UTR|SIN|DEF|NOM	NOUN
att	IE	IE	PART
göra	VB	VB|INF|AKT	VERB
avdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
för	PP	PP	ADP
kommunalskatt	NN	NN|UTR|SIN|DEF|NOM	NOUN
fr.o.m.	AB	AB|AN	ADV
en	DT	DT|UTR|SIN|DEF	DET
självdeklaration	NN	NN|UTR|SIN|IND|NOM	NOUN
som	HP	HP|-|-|-	PRON
skola	VB	VB|PRS|AKT	AUX
avlämna	VB	VB|INF|SFO	VERB
1972	RG	RG|NOM	NUM
.	MAD	MAD	PUNCT

i	PP	PP	ADP
självdeklaration	NN	NN|UTR|SIN|DEF|NOM	NOUN
1971	RG	RG|NOM	NUM
-	MID	MID	PUNCT
som	HP	HP|-|-|-	PRON
alltså	AB	AB	ADV
avse	VB	VB|PRS|AKT	VERB
1970	RG	RG|NOM	NUM
år	NN	NN|NEU|SIN|IND|GEN	NOUN
inkomst	NN	NN|UTR|PLU|IND|NOM	NOUN
-	MID	MID	PUNCT
få	VB	VB|PRS|AKT	AUX
avdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
göra	VB	VB|INF|SFO	VERB
som	KN	KN	CCONJ
tidig	AB	AB|KOM	ADV
.	MAD	MAD	PUNCT

förvärvsavdrag	NN	NN|NEU|PLU|DEF|NOM	NOUN
ändra	VB	VB|PRS|SFO	VERB

förvärvsavdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
kunna	VB	VB|PRS|AKT	AUX
medge	VB	VB|INF|SFO	VERB
från	PP	PP	ADP
A-inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
,	MID	MID	PUNCT
om	SN	SN	SCONJ
den	PN	PN|NEU|SIN|DEF|SUB/OBJ	PRON
finnas	VB	VB|PRS|SFO	VERB
hemmavarande	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
barn	NN	NN|NEU|SIN|IND|NOM	NOUN
under	AB	AB	ADV
16	RG	RG|NOM	NUM
år	NN	NN|NEU|PLU|IND|NOM	NOUN
.	MAD	MAD	PUNCT

sån	JJ	JJ|POS|NEU|SIN|IND|NOM	ADJ
avdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
medge	VB	VB|PRS|SFO	VERB
på	PP	PP	ADP
sätt	NN	NN|NEU|PLU|IND|NOM	NOUN
framgå	VB	VB|PRS|AKT	VERB
av	PP	PP	ADP
nedanstående	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
tablå	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

barn	NN	NN|NEU|PLU|IND|GEN	NOUN
ålder	NN	NN|UTR|SIN|IND|NOM	NOUN
räkna	VB	VB|PRS|SFO	VERB
efter	PP	PP	ADP
förhållande	NN	NN|NEU|SIN|DEF|NOM	NOUN
en	DT	DT|UTR|SIN|DEF	DET
1	RG	RG|NOM	NUM
november	NN	NN|UTR|SIN|IND|NOM	NOUN
under	PP	PP	ADP
inkomstår	NN	NN|NEU|SIN|DEF|NOM	NOUN
.	MAD	MAD	PUNCT

när	HA	HA	ADV
den	PN	PN|NEU|SIN|DEF|SUB/OBJ	PRON
gälla	VB	VB|PRS|AKT	VERB
inkomstår	NN	NN|NEU|SIN|DEF|NOM	NOUN
1971	RG	RG|NOM	NUM
(	PAD	PAD	PUNCT
taxeringsår	NN	NN|NEU|SIN|DEF|NOM	NOUN
1972	RG	RG|NOM	NUM
)	PAD	PAD	PUNCT
skola	VB	VB|PRS|AKT	AUX
barn	NN	NN|NEU|SIN|DEF|NOM	NOUN
alltså	AB	AB	ADV
vara	VB	VB|INF|AKT	AUX
föda	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
efter	PP	PP	ADP
en	DT	DT|UTR|SIN|DEF	DET
1	RG	RG|NOM	NUM
november	NN	NN|UTR|SIN|IND|NOM	NOUN
1955	RG	RG|NOM	NUM
.	MAD	MAD	PUNCT

med	PP	PP	ADP
make	NN	NN|UTR|PLU|IND|NOM	NOUN
likställa	VB	VB|PRS|SFO	VERB
de	PN	PN|UTR/NEU|PLU|DEF|SUB	PRON
som	HP	HP|-|-|-	PRON
utan	PP	PP	ADP
att	IE	IE	PART
vara	VB	VB|INF|AKT	AUX
gift	PC	PC|PRF|UTR/NEU|PLU|IND/DEF|NOM	ADJ
leva	VB	VB|PRS|AKT	VERB
tillsammans	AB	AB	ADV
om	SN	SN	SCONJ
de	PN	PN|UTR/NEU|PLU|DEF|SUB	PRON
tidig	AB	AB|KOM	ADV
vara	VB	VB|SUP|AKT	AUX
gift	PC	PC|PRF|UTR/NEU|PLU|IND/DEF|NOM	ADJ
med	PP	PP	ADP
varandra	PN	PN|UTR/NEU|PLU|DEF|OBJ	PRON
eller	KN	KN	CCONJ
ha	VB	VB|PRS|AKT	VERB
eller	KN	KN	CCONJ
ha	VB	VB|PRS|AKT	AUX
ha	VB	VB|SUP|AKT	VERB
barn	NN	NN|NEU|SIN|IND|NOM	NOUN
gemensam	AB	AB|POS	ADV
.	MAD	MAD	PUNCT

höja	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
avdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
för	PP	PP	ADP
underhållsbidrag	NN	NN|NEU|SIN|IND|NOM	NOUN
till	PP	PP	ADP
icke	AB	AB	ADV
hemmavarande	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
barn	NN	NN|NEU|SIN|IND|NOM	NOUN

avdrag	NN	NN|NEU|PLU|IND|NOM	NOUN
för	PP	PP	ADP
utge	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
underhållsbidrag	NN	NN|NEU|SIN|IND|NOM	NOUN
till	PP	PP	ADP
icke	AB	AB	ADV
hemmavarande	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
barn	NN	NN|NEU|SIN|IND|NOM	NOUN
höja	VB	VB|PRS|SFO	VERB
från	PP	PP	ADP
1000	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
till	PP	PP	ADP
1500	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
per	PP	PP	ADP
barn	NN	NN|NEU|SIN|IND|NOM	NOUN
och	KN	KN	CCONJ
år	NN	NN|NEU|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

dessutom	AB	AB	ADV
höja	VB	VB|PRS|SFO	VERB
åldergräns	NN	NN|UTR|SIN|DEF|NOM	NOUN
till	PP	PP	ADP
18	RG	RG|NOM	NUM
år	NN	NN|NEU|PLU|IND|NOM	NOUN
.	MAD	MAD	PUNCT

när	HA	HA	ADV
den	PN	PN|NEU|SIN|DEF|SUB/OBJ	PRON
gälla	VB	VB|PRS|AKT	VERB
1972	RG	RG|NOM	NUM
år	NN	NN|NEU|SIN|IND|GEN	NOUN
taxering	NN	NN|UTR|SIN|IND|NOM	NOUN
skola	VB	VB|PRS|AKT	AUX
barn	NN	NN|NEU|SIN|DEF|NOM	NOUN
vara	VB	VB|INF|AKT	AUX
föda	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
efter	PP	PP	ADP
en	DT	DT|UTR|SIN|DEF	DET
1	RG	RG|NOM	NUM
november	NN	NN|UTR|SIN|IND|NOM	NOUN
1953	RG	RG|NOM	NUM
.	MAD	MAD	PUNCT

krav	NN	NN|NEU|SIN|DEF|NOM	NOUN
på	PP	PP	ADP
bevisning	NN	NN|UTR|SIN|IND|NOM	NOUN
ha	VB	VB|PRS|AKT	AUX
mildra	VB	VB|SUP|SFO	VERB
.	MAD	MAD	PUNCT

avdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
måste	VB	VB|PRS|AKT	AUX
inte	AB	AB	ADV
länge	AB	AB|KOM	ADV
styrka	VB	VB|INF|SFO	VERB
med	PP	PP	ADP
intyg	NN	NN|NEU|SIN|IND|NOM	NOUN
från	PP	PP	ADP
barnavårdsnämnd	NN	NN|UTR|SIN|IND|NOM	NOUN
,	MID	MID	PUNCT
barnavårdsman	NN	NN|UTR|SIN|IND|NOM	NOUN
eller	KN	KN	CCONJ
kommunal	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
förtroendeman	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

den	PN	PN|NEU|SIN|DEF|SUB/OBJ	PRON
räcka	VB	VB|PRS|AKT	VERB
med	PP	PP	ADP
att	SN	SN	SCONJ
intyg	NN	NN|NEU|SIN|IND|NOM	NOUN
eller	KN	KN	CCONJ
annan	JJ	JJ|POS|NEU|SIN|IND|NOM	ADJ
skriftlig	JJ	JJ|POS|NEU|SIN|IND|NOM	ADJ
bevis	NN	NN|NEU|SIN|IND|NOM	NOUN
bifoga	VB	VB|PRS|SFO	VERB
deklaration	NN	NN|UTR|SIN|DEF|NOM	NOUN
.	MAD	MAD	PUNCT

som	KN	KN	CCONJ
bevis	NN	NN|NEU|SIN|IND|NOM	NOUN
torde	VB	VB|PRT|AKT	AUX
godta	VB	VB|INF|SFO	VERB
dom	NN	NN|UTR|SIN|IND|NOM	NOUN
eller	KN	KN	CCONJ
avtal	NN	NN|NEU|SIN|IND|NOM	NOUN
om	PP	PP	ADP
underhållsskyldighet	NN	NN|UTR|SIN|IND|NOM	NOUN
jämte	PP	PP	ADP
kvitto	NN	NN|NEU|SIN|IND|NOM	NOUN
på	PP	PP	ADP
betala	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
belopp	NN	NN|NEU|SIN|IND|NOM	NOUN
eller	KN	KN	CCONJ
intyg	NN	NN|NEU|SIN|IND|NOM	NOUN
från	PP	PP	ADP
trovärdig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
person	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

ortsavdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
ersätta	VB	VB|PRS|SFO	VERB
med	PP	PP	ADP
grundavdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

en	DT	DT|NEU|SIN|DEF	DET
ny	JJ	JJ|POS|UTR/NEU|SIN|DEF|NOM	ADJ
grundavdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
-	MID	MID	PUNCT
som	HP	HP|-|-|-	PRON
ersätta	VB	VB|PRS|AKT	VERB
tidig	JJ	JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
ortsavdrag	NN	NN|NEU|PLU|IND|NOM	NOUN
-	MID	MID	PUNCT
uppgå	VB	VB|PRS|AKT	VERB
till	PP	PP	ADP
4500	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
för	PP	PP	ADP
varje	DT	DT|UTR/NEU|SIN|IND	DET
skattskyldig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
med	PP	PP	ADP
en	DT	DT|UTR|SIN|IND	DET
till	PP	PP	ADP
statlig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
inkomstskatt	NN	NN|UTR|SIN|IND|NOM	NOUN
taxera	PC	PC|PRF|UTR|SIN|IND|NOM	ADJ
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
hög	AB	AB|SUV	ADV
30000	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
.	MAD	MAD	PUNCT

vid	PP	PP	ADP
hög	JJ	JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
taxera	PC	PC|PRF|UTR|SIN|IND|NOM	ADJ
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
sjunka	VB	VB|PRS|AKT	VERB
avdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
med	PP	PP	ADP
en	DT	DT|UTR|SIN|IND	DET
femtedel	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
en	DT	DT|NEU|SIN|DEF	DET
belopp	NN	NN|NEU|SIN|IND|NOM	NOUN
som	HP	HP|-|-|-	PRON
överstiga	VB	VB|PRS|AKT	VERB
30000	RG	RG|NOM	NUM
krona	NN	NN|UTR|PLU|IND|NOM	NOUN
.	MAD	MAD	PUNCT

grundavdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
upphöra	VB	VB|PRS|AKT	VERB
alltså	AB	AB	ADV
vid	PP	PP	ADP
en	DT	DT|UTR|SIN|IND	DET
taxera	PC	PC|PRF|UTR|SIN|IND|NOM	ADJ
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
på	PP	PP	ADP
52500	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
.	MAD	MAD	PUNCT

exempel	NN	NN|NEU|SIN|IND|NOM	NOUN
:	MAD	MAD	PUNCT

statlig	AB	AB|POS	ADV
taxera	PC	PC|PRF|UTR|SIN|IND|NOM	ADJ
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
uppgå	VB	VB|PRS|AKT	VERB
till	PP	PP	ADP
40000	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
.	MAD	MAD	PUNCT

grundavdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
bli	VB	VB|PRS|AKT	VERB
2500	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
(	PAD	PAD	PUNCT
=	MID	MID	PUNCT
4500	RG	RG|NOM	NUM
minska	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
med	PP	PP	ADP
1/5	RG	RG|NOM	NUM
av	PP	PP	ADP
10000	RG	RG|NOM	NUM
kr	NN	NN|AN	NOUN
)	PAD	PAD	PUNCT
.	MAD	MAD	PUNCT

grundavdrag	NN	NN|NEU|SIN|DEF|NOM	NOUN
uppgå	VB	VB|PRS|AKT	VERB
till	PP	PP	ADP
samma	DT	DT|UTR/NEU|SIN/PLU|IND	DET
belopp	NN	NN|NEU|SIN|IND|NOM	NOUN
vid	PP	PP	ADP
statlig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
och	KN	KN	CCONJ
kommunal	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
taxering	NN	NN|UTR|SIN|IND|NOM	NOUN
och	KN	KN	CCONJ
beräkna	VB	VB|PRS|SFO	VERB
med	PP	PP	ADP
ledning	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
en	DT	DT|UTR|SIN|DEF	DET
till	PP	PP	ADP
statlig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
inkomstskatt	NN	NN|UTR|SIN|IND|NOM	NOUN
taxera	PC	PC|PRF|UTR/NEU|SIN|DEF|NOM	ADJ
inkomst	NN	NN|UTR|SIN|DEF|NOM	NOUN
.	MAD	MAD	PUNCT

kommunal	JJ	JJ|POS|NEU|SIN|IND|NOM	ADJ
grundavdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
kunna	VB	VB|PRS|AKT	AUX
avräkna	VB	VB|PRS|SFO	VERB
även	AB	AB	ADV
från	PP	PP	ADP
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
i	PP	PP	ADP
annan	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
kommun	NN	NN|UTR|SIN|IND|NOM	NOUN
än	KN	KN	CCONJ
hemortskommun	NN	NN|UTR|SIN|DEF|NOM	NOUN
.	MAD	MAD	PUNCT

för	PP	PP	ADP
ena	JJ	JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
make	NN	NN|UTR|SIN|DEF|NOM	NOUN
outnyttjad	PC	PC|PRF|NEU|SIN|IND|NOM	ADJ
grundavdrag	NN	NN|NEU|SIN|IND|NOM	NOUN
eller	KN	KN	CCONJ
del	NN	NN|UTR|SIN|IND|NOM	NOUN
därav	AB	AB	ADV
kunna	VB	VB|PRS|AKT	AUX
inte	AB	AB	ADV
överföra	VB	VB|INF|SFO	VERB
till	PP	PP	ADP
en	DT	DT|UTR|SIN|DEF	DET
annan	JJ	JJ|POS|UTR/NEU|SIN|DEF|NOM	ADJ
make	NN	NN|UTR|SIN|DEF|NOM	NOUN
.	MAD	MAD	PUNCT

i	PP	PP	ADP
sån	JJ	JJ|POS|NEU|SIN|IND|NOM	ADJ
fall	NN	NN|NEU|SIN|IND|NOM	NOUN
ha	VB	VB|PRS|AKT	VERB
dock	AB	AB	ADV
en	DT	DT|UTR|SIN|DEF	DET
annan	JJ	JJ|POS|UTR/NEU|SIN|DEF|NOM	ADJ
make	NN	NN|UTR|SIN|DEF|NOM	NOUN
rätt	NN	NN|UTR|SIN|IND|NOM	NOUN
till	PP	PP	ADP
skattereduktion	NN	NN|UTR|SIN|IND|NOM	NOUN
(	PAD	PAD	PUNCT
se	VB	VB|IMP|AKT	VERB
nedan	AB	AB	ADV
)	PAD	PAD	PUNCT
.	MAD	MAD	PUNCT

särskild	PC	PC|PRF|UTR/NEU|PLU|IND/DEF|NOM	ADJ
regel	NN	NN|UTR|PLU|IND|NOM	NOUN
gälla	VB	VB|PRS|AKT	VERB
för	PP	PP	ADP
*	MID	MID	PUNCT
skattskyldig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
som	HP	HP|-|-|-	PRON
vara	VB	VB|SUP|AKT	AUX
bosatt	PC	PC|PRF|UTR|SIN|IND|NOM	ADJ
här	AB	AB	ADV
i	PP	PP	ADP
rike	NN	NN|NEU|SIN|DEF|NOM	NOUN
under	PP	PP	ADP
en	DT	DT|UTR|SIN|IND	DET
liten	JJ	JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM	ADJ
del	NN	NN|UTR|SIN|IND|NOM	NOUN
av	PP	PP	ADP
beskattningsår	NN	NN|NEU|SIN|DEF|NOM	NOUN
*	MID	MID	PUNCT
skattskyldig	JJ	JJ|POS|UTR|SIN|IND|NOM	ADJ
som	HP	HP|-|-|-	PRON
ha	VB	VB|SUP|AKT	VERB
inkomst	NN	NN|UTR|SIN|IND|NOM	NOUN
som	HP	HP|-|-|-	PRON
beskatta	VB	VB|PRS|SFO	VERB
enligt	PP	PP	ADP
förordning	NN	NN|UTR|SIN|DEF|NOM	NOUN
om	PP	PP	ADP
sjömansskatt	NN	NN|UTR|SIN|IND|NOM	NOUN
.	MAD	MAD	PUNCT

gräns	NN	NN|UTR|SIN|DEF|NOM	NOUN
för	PP	PP	ADP
